"case","stage","model","prescription","resultant","thetaIndex","theta","thetaDeg","value","unit","evidenceLevel"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",168,1.45532863564354,83.3841886269071,-130.62725826684,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",169,1.46404317837194,83.8834951456311,-130.753539655788,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",170,1.47275772110035,84.3828016643551,-130.870061508283,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",171,1.48147226382875,84.882108183079,-130.976788429024,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",172,1.49018680655716,85.381414701803,-131.073687998073,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",173,1.49890134928556,85.880721220527,-131.160730780701,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",174,1.50761589201396,86.380027739251,-131.237890336329,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",175,1.51633043474237,86.879334257975,-131.305143226558,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",176,1.52504497747077,87.378640776699,-131.362469022292,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",177,1.53375952019918,87.877947295423,-131.409850309942,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",178,1.54247406292758,88.377253814147,-131.447272696715,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",179,1.55118860565599,88.876560332871,-131.474724814988,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",180,1.55990314838439,89.375866851595,-131.492198325759,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",181,1.5686176911128,89.875173370319,-131.49968792118,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",182,1.5707963267949,90,-131.5,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",183,1.5773322338412,90.374479889043,-131.497191326174,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",184,1.5860467765696,90.873786407767,-131.484709299118,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",185,1.59476131929801,91.373092926491,-131.462245631619,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",186,1.60347586202641,91.872399445215,-131.429807147362,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",187,1.61219040475482,92.371705963939,-131.387403700033,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",188,1.62090494748322,92.871012482663,-131.335048170329,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",189,1.62961949021163,93.370319001387,-131.272756462045,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",190,1.63833403294003,93.869625520111,-131.200547497242,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",191,1.64704857566844,94.3689320388349,-131.1184432105,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",192,1.65576311839684,94.868238557559,-131.026468542255,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",193,1.66447766112524,95.367545076283,-130.924651431223,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",194,1.67319220385365,95.8668515950069,-130.813022805912,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",195,1.68190674658205,96.3661581137309,-130.691616575228,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",196,1.69062128931046,96.8654646324549,-130.560469618174,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",197,1.69933583203886,97.3647711511789,-130.41962177265,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",198,1.70805037476727,97.8640776699029,-130.269115823348,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",199,1.71676491749567,98.3633841886269,-130.108997488757,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",200,1.72547946022408,98.8626907073509,-129.939315407276,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",201,1.73419400295248,99.3619972260749,-129.760121122438,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",202,1.74290854568088,99.8613037447989,-129.571469067255,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",203,1.75162308840929,100.360610263523,-129.37341654768,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",204,1.76033763113769,100.859916782247,-129.166023725203,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",205,1.7690521738661,101.359223300971,-128.949353598572,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",206,1.7777667165945,101.858529819695,-128.723471984659,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",207,1.78648125932291,102.357836338419,-128.488447498469,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",208,1.79519580205131,102.857142857143,-128.244351532292,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",209,1.80391034477971,103.356449375867,-127.991258234019,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",210,1.81262488750812,103.855755894591,-127.72924448462,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",211,1.82133943023652,104.355062413315,-127.458389874787,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",212,1.83005397296493,104.854368932039,-127.178776680762,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",213,1.83876851569333,105.353675450763,-126.890489839337,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",214,1.84748305842174,105.852981969487,-126.59361692206,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",215,1.85619760115014,106.352288488211,-126.288248108632,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",216,1.86491214387855,106.851595006935,-125.974476159511,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",217,1.87362668660695,107.350901525659,-125.652396387736,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",218,1.88234122933535,107.850208044383,-125.322106629975,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",219,1.89105577206376,108.349514563107,-124.983707216806,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",220,1.89977031479216,108.848821081831,-124.637300942238,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",221,1.90848485752057,109.348127600555,-124.282993032488,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",222,1.91719940024897,109.847434119279,-123.920891114015,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",223,1.92591394297738,110.346740638003,-123.551105180827,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",224,1.93462848570578,110.846047156727,-123.173747561071,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",225,1.94334302843419,111.345353675451,-122.788932882908,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",226,1.95205757116259,111.844660194175,-122.396778039697,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",227,1.96077211389099,112.343966712899,-121.997402154482,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",228,1.9694866566194,112.843273231623,-121.590926543812,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",229,1.9782011993478,113.342579750347,-121.177474680883,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",230,1.98691574207621,113.841886269071,-120.757172158039,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",231,1.99563028480461,114.341192787795,-120.330146648614,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",232,2.00434482753302,114.840499306519,-119.896527868152,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",233,2.01305937026142,115.339805825243,-119.456447535005,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",234,2.02177391298983,115.839112343967,-119.010039330321,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",235,2.03048845571823,116.338418862691,-118.557438857436,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",236,2.03920299844663,116.837725381415,-118.098783600682,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",237,2.04791754117504,117.337031900139,-117.634212883623,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",238,2.05663208390344,117.836338418863,-117.163867826739,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",239,2.06534662663185,118.335644937587,-116.687891304549,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",240,2.07406116936025,118.834951456311,-116.20642790222,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",241,2.08277571208866,119.334257975035,-115.71962387164,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",242,2.09149025481706,119.833564493759,-115.227627086997,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",243,2.10020479754546,120.332871012483,-114.730586999856,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",244,2.10891934027387,120.832177531207,-114.228654593763,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",245,2.11763388300227,121.331484049931,-113.721982338383,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",246,2.12634842573068,121.830790568655,-113.210724143178,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",247,2.13506296845908,122.330097087379,-112.695035310665,"kN/m","DE"
"biaxial-complete","Estado biaxial uniforme","Acciones prescritas","Proyección completa del estado biaxial","N",248,2.14377751118749,122.829403606103,-112.175072489231,"kN/m","DE"
